exclude,mid,tid,winner,loser,5-0,winnerbet,loserbet,bets,duration
0,2178,shaker classic,mystique,wonderman,0,5696,6820,,
0,2179,shaker classic,chaos hiryu,sandman,0,25982,2309,,
0,2180,shaker classic,blaze agent,maraiah,0,4382,8366,,
0,2181,shaker classic,marisa kirisame,holy ken,0,24169,13014,,
0,2182,shaker classic,shadow dio,bishop,0,17803,6771,,
0,2183,shaker classic,sasuke kun,shiki tohno,0,23138,2761,,
0,2184,shaker classic,vergil,son goku,0,6606,13912,,
0,2185,shaker classic,mai_k,sentinel,0,10290,18857,,
0,2186,shaker classic,sakura kinomoto,ella,1,51795,7236,,
0,2187,shaker classic,abyss,nega joe,1,14534,7372,,
0,2188,shaker classic,the flash,regina,1,17635,7461,,
0,2189,shaker classic,void,dr.doom,1,46740,4721,,
0,2190,shaker classic,donovan,akiha,1,37148,6515,,
0,2191,shaker classic,saint kyo,vanilla h,0,46485,11407,,
0,2192,shaker classic,shin kazuma,morph,1,25863,13337,,
0,2193,shaker classic,nrvnqsr chaos,chameleon,0,16015,9355,,
0,2194,shaker classic,chaos hiryu,mystique,1,190317,3808,,
0,2195,shaker classic,marisa kirisame,blaze agent,0,49054,21583,,
0,2196,shaker classic,sasuke kun,shadow dio,1,67093,7823,,
0,2197,shaker classic,mai_k,vergil,1,30464,20687,,
0,2198,shaker classic,abyss,sakura kinomoto,1,36823,23950,,
0,2199,shaker classic,the flash,void,0,12592,38972,,
0,2200,shaker classic,saint kyo,donovan,0,75787,12490,,
0,2201,shaker classic,shin kazuma,nrvnqsr chaos,0,118303,5756,,
0,2202,shaker classic,marisa kirisame,chaos hiryu,0,25886,60380,,
0,2203,shaker classic,sasuke kun,mai_k,0,20800,35594,,
0,2204,shaker classic,abyss,the flash,0,114123,7089,,
0,2205,shaker classic,shin kazuma,saint kyo,1,5188,124292,,
0,2206,shaker classic,marisa kirisame,sasuke kun,0,71235,24138,,
0,2207,shaker classic,abyss,shin kazuma,1,39388,43227,,
0,2208,shaker classic,sasuke kun,shin kazuma,0,71472,11532,,
0,2209,shaker classic,marisa kirisame,abyss,0,75678,14428,,
0,2210,shaker classic,shin kazuma,the flash,0,50618,24814,,
0,2211,shaker classic,honda asuka,ssj4gohan,0,6159,21494,,
0,2213,shaker classic,ubu,tara-gyouza,0,66655,4934,,
0,2214,shaker classic,sandman,esmeralda,0,53144,2126,,
0,2215,shaker classic,setsuna,flash,0,47122,1907,,
0,2216,shaker classic,ella,yellow devil,0,6809,47811,,
0,2217,shaker classic,plastic man,komepo,0,19548,5761,,
0,2218,shaker classic,chun-lee dark bolt,nanaya shiki,0,26181,29213,,
0,2219,shaker classic,avdol ver 2001/01/30 by camrat,jin,0,7090,17456,,
0,2220,shaker classic,captain caveman,brian griffin,0,26270,3558,,
0,2221,shaker classic,bart,shikamaru,0,2508,30027,,
0,2222,shaker classic,jason todd,windows me,0,21665,2746,,
0,2223,shaker classic,bane,goku ssj4,0,11449,26171,,
0,2224,shaker classic,zero,alice,0,5751,20513,,
0,2225,shaker classic,gato,captain ginyu,0,41909,7681,,
0,2226,shaker classic,_old_nobunaga,karnov,0,64251,5269,,
0,2227,shaker classic,juggernaut,another iori,0,32573,6899,,
0,2228,shaker classic,multiple man,_aug_link,0,45472,4348,,
0,2229,shaker classic,skeletor,he-man,0,40145,6814,,
0,2794,68,spawn,cell genesis,0,4971,86,10,4
0,2797,68,chomper,chill penguin,0,54,332,8,2
0,2798,68,perfect storm x,kanmi chan,0,1095,311,15,1
0,2799,68,marvin,manamana,0,358,331,16,1
0,2801,68,diablo_skeleton,dodgers,0,20,2,4,3
0,2802,68,beast,_aug_vega,0,52,345,10,1
0,2803,68,_aug_dizzy,zidane,0,745,57,18,2
0,2804,68,goku transformer,mestre kame,0,52,690,16,3
0,2805,68,sasuke kun,kid gohan,0,10025,295,20,1
0,2806,68,sakura kinomoto,human torch,0,8901,795,18,2
0,2807,68,sakura kinomoto,hisui&kohaku,0,5594,747,17,1
0,2808,68,rikuo,_aug_black polnareff,0,1536,201,19,1
0,2809,68,sentinel,p. chunli,0,835,405,20,1
0,2810,68,jason todd,ken,0,626,592,19,2
0,2811,68,gohan ssj3,_aug_chaos,0,66,721,18,2
0,2812,68,battle mahoro,normal chibi trunks,0,955,292,19,3
0,2814,68,yatogi tetsu,gold warmachine,0,21,435,13,1
0,2815,68,elastigirl,goku kid,0,267,357,17,4
0,2816,68,mexican typhoon,mech gouki,0,1990,993,23,2
0,2817,68,randy m. green,nanaya,0,407,385,20,3
0,2819,68,goku ssj4 db final bout,_aug_slayer,0,415,241,17,4
0,2820,68,moleman,fox mccloud,0,224,1443,25,2
0,2821,68,black mask,jon talbain,0,487,1190,26,2
0,2823,68,warachia,aoi-ko,0,797,578,22,1
0,2824,68,androide 18,sailor mercury,0,1029,1346,25,1
0,2825,68,mr satan,metallo,0,1277,266,20,1
0,2826,68,daffy duck,sponge bob,0,788,566,22,3
0,2827,68,jyakku no keshin dio,chloe,0,808,278,25,2
0,2828,68,shin kazuma,wakko,0,2391,51,25,2
0,2829,68,kamek,skull-man,0,1716,196,21,3
0,2830,68,shadow vegeta,guerrero divino del dragn,0,1985,460,24,2
0,2831,68,lord shaolin lee,_aug_a.b.a,0,556,1285,21,4
0,2832,68,myuu,mars people,0,435,3315,24,2
0,2833,68,m-vegeta-ssj3,sparta_heika,0,2143,1321,26,3
0,2834,68,donald,super soldier,0,304,3157,27,2
0,2835,68,kung lao,_fake_kyo,0,1606,3685,30,1
0,2837,68,demitri,baby commando,0,1600,1414,17,1
0,2838,68,black mask,ssjgoku,0,5032,131,25,4
0,2839,68,mystique,suigintou,0,3109,1132,31,2
0,2840,68,well,guy,0,2301,1756,29,2
0,2841,68,dare devil,spider-man 2099,0,2535,3290,33,2
0,2842,68,wing zero,lion-o,0,2938,4552,34,3
0,2843,68,dare devil,tetsuo,0,6749,1473,35,2
0,2844,68,piccolo,jill,0,2818,4671,32,2
0,2845,68,shocker,popeye,0,4170,6661,36,2
0,2846,68,_aug_vanilla ice,chibi goku,0,1636,3680,35,4
0,2847,68,cyclops,sentry,0,5093,1041,39,2
0,2848,68,evil ryu,raditz,0,5501,1512,41,2
0,2849,68,chaos blanka,moleman,0,11650,615,41,3
0,2851,68,demitri,hibiki,0,4335,4209,34,2
0,2852,68,electro,shin scrub ken,0,593,4241,37,3
0,2853,68,_aug_dizzy,judgement,0,2242,38508,40,2
0,2854,68,saori - athena,batgirl,0,55956,3118,46,2
0,2855,68,warmachine,dr.doom,0,15419,6283,40,1
0,2856,68,trunks,sango,0,6101,4796,45,3
0,2857,68,_aug_dan,seth,0,5137,6366,40,1
0,2858,68,mordecai,plastic man,0,7154,4374,44,1
0,2859,68,mb-02,shuma gorath,0,8951,4721,39,2
0,2860,68,docinho,karnov,0,2232,5385,39,4
0,2861,68,geese,android 16,0,6818,7627,42,3
0,2862,68,oozura vegeta,tayuya,0,4690,5061,42,4
0,2863,68,rock,beast,0,3541,8969,42,2
0,2864,68,the nightmare,g-akiha,0,19149,7718,48,3
0,2865,68,reptos,mako,0,3692,5983,48,3
0,2866,68,ramon 71113,silver samurai,0,16312,2047,45,2
0,2867,68,crashman,hal jordan,0,6682,5515,47,3
0,2868,68,sailor mars,mr satan,0,4823,32314,50,2
0,2869,68,normal trunks,visbou,0,5580,6603,51,3
0,2870,68,_aug_unknown,predator,0,7651,3295,48,3
0,2871,68,gohan zeta,raditz,0,11787,3290,48,3
0,2872,68,squall,yamcha,0,6576,3318,36,1
0,2873,68,superboy,super boo,0,8188,5152,42,3
0,2874,68,android 17,omegamon,0,2028,9823,43,2
0,2875,68,nostalgic ballz,human torch,0,7411,6565,47,2
0,2876,68,tails,abyss,0,3205,19166,45,3
0,2877,68,koryu,android 17,0,9869,7095,47,1
0,2879,68,_aug_ash,gotenks ssj3,0,7321,5726,44,3
0,2880,68,_aug_wario,hobgoblin,0,6425,8042,47,4
0,2881,68,_aug_vega,another jissou seki,0,6178,7442,52,2
0,2882,68,mishio,kouryu,0,14468,14397,45,4
0,2883,68,rogue,e-102r,0,14028,5506,47,1
0,2884,68,shaq,nightcrawler,0,12469,6699,49,2
0,2885,68,possessed heita,goku gt ssj3,0,15630,3097,45,2
0,2886,68,spider-man 2099,_aug_ky,0,21044,3530,56,3
0,2887,68,_aug_ky,krauser,0,10270,13374,47,2
0,2888,68,human torch,_aug_baiken,0,10022,6697,54,2
0,2889,68,marisa kirisame,shin ryu,0,76548,3440,53,1
0,2890,68,clayface,goten gt,0,8643,6211,52,1
0,2891,68,judith,bra,0,8167,26415,51,1
0,2892,68,shaoran lee,sentry,0,7523,14200,49,2
0,2893,68,paul phoenix,nega joe,0,11378,17179,53,2
0,2894,68,marisa kirisame,kenshirou,0,181256,7420,56,1
0,2895,68,kanna,piccolo daimaoh,0,17325,6024,52,1
0,2896,68,invisible woman,misery,0,14444,10560,57,3
0,2897,68,kenshin,polaris,0,14987,13866,56,2
0,2898,68,vergil,_aug_neodio,0,19901,6515,51,2
0,2899,68,prince vegeta,spider-man 2099,0,9551,6468,51,4
0,2900,68,jotaro kujo,timmy turner,0,6260,8883,52,3
0,2901,68,yamazaki 71113,dark ryu,0,21249,19905,55,2
0,2902,68,oozaru,rimle,0,7531,4355,51,4
0,2903,68,goenitz,zemial,0,3739,4582,43,2
0,2904,68,aoshi,sentry,0,18019,3201,51,2
0,2905,68,butt-head,shuma gorath,0,10844,5519,49,5
0,2907,68,johnny cage,modoi-san,0,16947,7738,58,1
0,2908,68,_aug_dio,komepo,0,13796,5220,59,3
0,2909,68,vegeta ssj4,spawn,0,14700,12479,60,5
0,2910,68,saori - athena,hugo,0,16812,5973,54,2
0,2911,68,trunks,dragon guy,0,3450,12369,52,2
0,2912,68,jeice,dunbai san,0,6358,5191,50,2
0,2913,68,opera elmer,marvel spider-man,0,12794,6808,49,3
0,2914,68,picurin,kagome,0,6975,8479,53,2
0,2915,68,omega red,videl,0,10616,11565,60,5
0,2916,68,chibi naruto,annie murakami,0,5027,12702,59,3
0,2917,68,aku-amakusa,_old_goku,0,11916,7193,57,2
0,2918,68,hotaru,saba,0,10751,4030,53,1
0,2919,68,maxima,kairi,0,6134,8669,56,3
0,2920,68,goten gt,takobue,0,15093,6188,57,3
0,2921,68,possessed heita,bishop,0,17857,3827,52,2
0,2922,68,psylocke,mayko,0,19851,3171,59,3
0,2923,68,eriol hiiragizawa,chouji,0,22843,2206,51,2
0,2924,68,_aug_link,thierry henry,0,2327,13887,54,3
0,2925,68,android 16,trouble man,0,4818,12288,62,2
0,2926,68,sasuke kun,babidi,0,59115,2180,56,2
0,2927,68,cable,captain marvel,0,9405,10138,60,2
0,2928,68,galactus,gold warmachine,0,44375,5585,56,2
0,2929,68,yoko yuki,bra,0,8520,8509,60,1
0,2930,68,mexican typhoon,robo rock,0,29523,3262,60,2
0,2931,68,rasetsumaru,gobotenn,0,14080,1648,58,2
0,2932,68,trunks ssj4,kakashi,0,9028,23554,58,2
0,2933,68,ikki,amingo,0,6891,4827,54,2
0,2934,68,evil ken,_aug_zaku,0,30809,2800,58,3
0,2936,68,karen na hito,kaguya kimimaro,0,3174,11173,55,3
0,2937,68,shuma gorath,ironpatriot,0,2959,33548,57,2
0,2938,68,midler,dante,0,3035,14545,61,3
0,2939,68,tung fu rue,chichi,0,11796,5992,58,2
0,2940,68,raditz,_old_zeroko,0,63007,4352,54,4
0,2941,68,cheap boss type,missmarvel,0,161812,1395,60,1
0,2942,68,_aug_vega,guerrero divino del dragn,0,7968,10583,63,3
0,2943,68,dhalsim,son trunks,0,8648,11183,64,2
0,2944,68,goten gt,goku pce,0,9924,7627,58,3
0,2945,68,gogeta ssj4,dodgers,0,10448,7497,60,3
0,2946,68,kohaku,_aug_kuma,0,10815,9549,70,2
0,2947,68,ginew,dodgers,0,11457,8473,63,6
0,2949,68,omega tiger woods,bulleta,0,11406,8035,50,6
0,2950,68,fordy,andore jr,0,72013,9762,63,4
4,2951,68,fordy,andore jr,0,4779,38459,59,3
0,2953,68,_aug_ash,sylphie,0,24693,7580,70,3
0,2954,68,_aug_cloud,kaede,0,20051,11044,72,5
0,2955,68,mecha potemkin,peter,0,260,200,10,1
0,2956,68,hal jordan,pizza,0,25217,2431,54,3
0,2957,68,carnage,robo-kyii,0,10693,5924,65,3
0,2958,68,harley quinn,bastion,0,4645,2291,33,3
0,2959,68,warakia,great s. man,0,4597,14156,58,2
0,2960,68,ms. fanservice,godzilla,0,7440,25361,71,2
0,2962,68,chichi,windows me,0,8976,12355,75,2
0,2963,68,squall,chun-lee dark bolt,0,9945,26640,71,3
0,2964,68,kanna,nightmare yamazaki,0,15979,15531,72,2
0,2965,68,wakko,mickey,0,6726,7996,75,4
0,2966,68,goten gt nex,goku normal hd,0,16318,6109,70,3
0,2967,68,black widow,banshee,0,20703,6261,68,2
0,2968,68,timmy turner,dabura,0,11495,5898,69,2
0,2969,68,yuki,viuda negra,0,16544,5243,80,4
0,2970,68,shin bison,_aug_ash,0,17890,11426,84,3
0,2971,68,kamek,normal chibi trunks,0,54309,1118,88,3
0,2972,68,juggernaut,_aug_petshop,0,60077,5062,84,2
0,2973,68,_old_omega,big chicken,0,344573,2804,85,2
0,2974,68,evil ryu,yagumo,0,11886,12778,84,2
0,2975,68,the thing,sailor mercury,0,9328,12977,85,2
0,2976,68,_aug_dan,ella,0,7405,25039,87,2
0,2977,68,master ryu,vegeta ultra ssj,0,18455,5493,88,1
0,2978,68,gohan school,goku ssj gt,0,9379,9191,77,2
0,2979,68,shaq,s.p.o. ryu,0,26356,16294,87,2
0,2980,68,pan,chill penguin,0,4182,13539,78,3
0,2981,68,ms. fanservice,morrigan,0,32160,12722,80,2
0,2982,68,omega tom hanks,docinho,0,343583,146,85,2
0,2983,68,vegeth ssj2,misty,0,9956,13409,80,5
0,2984,68,doparmin,gohan ssj5,0,12800,10208,84,4
0,2985,68,rhadamantis,_aug_ichigo,0,15419,18193,90,4
0,2986,68,synn,wild ken ex,0,11232,9698,76,3
0,2987,68,despero,princess peach,0,33339,6914,81,1
0,2988,68,psycho weapon,vegeta normal 2,0,29220,2053,70,3
0,2989,68,shuma gorath,hydra,0,9763,12063,58,2
0,2990,68,yashaoh,jiroubou,0,28496,1085,69,4
0,2991,68,shadow dio,evil ryu,0,34123,12609,74,2
0,2992,68,ken,ironman,0,13684,11813,74,1
0,2993,68,dragon claw,shin scrub ken,0,31499,16558,72,2
0,2994,68,ranma saotome,goku normal hd,0,14648,9001,71,5
0,2995,68,mongul,helion,0,24833,5365,71,3
0,2996,68,future trunks,maximum frieza,0,24596,5935,62,2
0,2999,68,kung lao,_aug_dio,0,16613,5777,60,2
0,3000,68,riot,mega and.18,0,37151,881,68,2
0,3001,68,mega weapon,hisui&kohaku,0,93067,18096,67,1
0,3002,68,orochi iori,tibigintou,0,16917,2301,60,1
0,3003,68,zero hotaru,catwalk,0,233,211,10,0
0,3004,68,shuma gorath,team nicktoon,0,22531,6545,75,5
0,3005,68,steel,death maul,0,11766,6130,64,2
0,3006,68,astroboy,_aug_ash,0,5352,19899,69,3
0,3007,68,green lantern,tron bonne,0,5616,23633,70,5
0,3008,68,_aug_ky,doparmin,0,19583,6556,60,4
0,3009,68,_aug_vega,plastic man,0,20556,9790,68,3
0,3010,68,cv wakamoto,koola,0,13941,6172,67,1
0,3011,68,zero,firebrand,0,4023,17872,69,2
0,3012,68,oozura vegeta,black manta,0,36045,9297,68,4
0,3013,68,misery,chill penguin,0,10607,31234,55,4
0,3014,68,son trunks,_aug_buttercup,0,6336,5929,60,5
0,3016,68,mai,pan,0,23341,5535,75,3
0,3017,68,silver samurai,elecman,0,10463,8086,66,4
0,3018,68,det. garret laurel,knuckles,0,16414,5333,59,3
0,3019,68,parasite,vegeta ssj1,0,13184,5113,60,2
0,3020,68,quicksilver,kabal,0,14302,5648,61,2
0,3021,68,terry bogard,think,0,33084,7186,72,2
0,3022,68,mr.karate,chibi gohan nex,0,17525,1686,64,1
0,3023,68,gotenks ssj,vegeta ssj1,0,8050,6985,59,2
0,3024,68,jin saotome,carnage,0,17103,4873,66,1
0,3025,68,superman,v.akiha,0,10398,20588,59,2
0,3026,68,chouji,majin buu,0,20094,16540,67,2
0,3027,68,reptos,temari,0,62674,2708,62,2
0,3028,68,namor,yellow-pipo,0,7932,56218,61,2
0,3029,68,super androide 17 hd,jason todd,0,3340,73996,66,2
0,3030,68,cless alvein,ssj three broli,0,80930,28068,67,4
0,3031,68,juggernaut,_old_gray fly,0,126050,7274,67,2
0,3032,68,beast,sion_tatari,0,66542,31621,73,2
0,3033,68,jon talbain,karen na hito,0,5698,12290,59,2
0,3034,68,captain marvel,vegetto ex,0,75294,16190,68,1
0,3035,68,well,chibi ubuu,0,24907,2343,61,1
0,3036,68,meta-knight,another iori,0,13473,8519,58,2
0,3037,68,sasquatch,_aug_johnny,0,28821,4098,63,2
0,3038,68,millia,ojisama-chaos,0,46989,9263,59,2
0,3039,68,hagen,yayoi,0,15767,6448,57,3
0,3040,68,mishio,judith,0,44473,10967,52,2
0,3041,68,mech-hisui,commissioner gordon,0,3389,9849,49,2
0,3042,68,emma frost,lord ravenous,0,27949,13797,52,3
0,3043,68,professor x,captain ginyu,0,30201,2428,50,2
0,3044,68,kenshirou,darkon,0,7708,28449,53,4
0,3045,68,mishio,kanmi chan,0,47377,2822,51,2
0,3046,68,robin,cell genesis,0,9582,2890,54,2
0,3047,68,archangel,docinho,0,44438,1916,52,4
0,3048,68,snake eyes,m. bison,0,1109,34728,52,2
0,3049,68,guy,shuma gorath,0,5381,19709,53,1
0,3050,68,cell (2 forma),kairi,0,7880,19226,55,1
0,3051,68,cyclops,orione,0,30072,4582,51,2
0,3052,68,ssj three broli,goku db,0,24081,5482,54,3
0,3053,68,hikaru,supergirl,0,15631,6818,48,2
0,3054,68,_old_blob,shocker,0,26283,14240,37,3
0,3055,68,iceman,knuckles,0,42607,3531,38,1
0,3057,68,geese,kyle dunamis,0,7291,14857,41,1
0,3058,68,tensinhan,android 18,0,3960,4928,35,2
0,3059,68,nightwolf,9,0,9250,30077,41,2
0,3060,68,dio brando,grover,0,14584,6735,40,4
0,3061,68,hellboy,ken,0,2042,23110,43,2
0,3062,68,eiji kisaragi,android 17,0,26520,5165,39,4
0,3063,68,jess,invisible woman,0,5250,7475,39,2
0,3064,68,knuckles,_aug_baiken,0,4765,11988,44,3
0,3065,68,tizoc,hobgoblin,0,6080,12500,42,2
0,3066,68,evil ken,cell,0,11271,7588,39,2
0,3067,68,eriol hiiragizawa,ikisan,0,91426,1563,46,2
0,3068,68,kanmi chan,dio brando,0,10852,7528,44,2
0,3069,68,kazama kazuki,rhadamantis,0,16095,9753,46,2
0,3070,68,ami bf,peter,0,3877,4490,43,4
0,3071,68,captain ginyu,future trunks,0,8599,5319,43,3
0,3072,68,winnie the pooh,brimstone,0,2595,6498,45,4
0,3073,68,warachia,hobgoblin,0,15984,1936,39,2
0,3074,68,agony,sonic machine,0,1696,20772,40,2
0,3075,68,nanaya,yuki,0,3168,11642,36,4
0,3076,68,flash,neyufeulle,0,4126,2701,40,3
0,3077,68,superboy,gohan gt,0,11223,1943,36,2
0,3078,68,perfect cell,temari,0,45008,1493,39,1
0,3079,68,vegeta,flash,0,8309,15552,45,3
0,3080,68,sandman,shiki tohno,0,8742,4433,40,2
0,3081,68,king godzilla,dora,0,5811,2262,42,3
0,3082,68,hobgoblin,shun,0,10450,3027,39,2
0,3083,68,despero,krillin,0,10870,4946,37,2
0,3084,68,super skrull,yellow devil,0,2556,3053,30,3
0,3085,68,broly,bra,0,3805,8223,38,2
0,3086,68,blaze agent,goku ssj5,0,6463,4697,21,3
0,3087,68,billy lee,judgement,0,3636,9314,36,1
0,3088,68,minis mahn,rose,0,7113,2001,32,1
0,3089,68,m.bison,rose,0,4879,3000,34,1
0,3090,68,_aug_rubber soul,gorunks ssj4,0,1676,3887,32,4
0,3091,68,android 18,fubuki sakuragasaki,0,4767,8598,35,2
0,3092,68,giygas,_aug_zappa,0,8210,2413,39,4
0,3093,68,shiki tohno,android 17,0,7046,2600,33,2
0,3094,68,nrvnqsr chaos,chloe,0,8450,1608,36,2
0,3095,68,nightwolf,mimic,0,17522,940,36,2
0,3096,68,ramon 71113,jissou seki,0,20121,1954,35,1
0,3097,68,carnage,ore,0,3404,6168,41,3
0,3098,68,aku-amakusa,dora,0,50079,353,37,18
0,3111,68,neco-arc,moleman,0,530,4759,11,1
0,3112,68,wonder woman,brainiac,0,451,205,6,2
0,3113,68,havok,gotenks ssj,0,2218,218,19,3
0,3114,68,wildcat,nobuhiko,0,2400,574,22,4
0,3115,68,parasite,mr burns,0,3349,206,22,2
0,3116,68,popeye,android 18,0,5142,658,30,3
0,3117,68,seth,son trunks,0,1368,1619,31,1
0,3118,68,_old_insane hiryu,krauser,0,7479,732,30,2
0,3119,68,ginew,w len ar,0,2097,3028,34,3
0,3120,68,mephisto,chizuru kagura,0,4925,1051,29,1
0,3121,68,judgement,tayuya,0,3171,1408,32,3
0,3122,68,super skrull,freeza 100%,0,6483,433,32,2
0,3123,68,_old_li sheng long,phoenix,0,25837,1539,39,1
0,3125,68,gohan ssj4,shaoran lee,0,1642,12265,39,2
0,3126,68,hugo,vegeta ssj5,0,3863,1821,41,4
0,3127,68,silver surfer,rhino,0,1667,2891,35,1
0,3128,68,super mario,harpagos,0,4012,1953,41,1
0,3129,68,armored gohan,_aug_ash,0,786,5703,45,2
0,3130,68,burta,aquaman,0,2870,2025,42,3
0,3131,68,gaits,princess peach,0,9234,858,42,3
0,3132,68,sasuke kun,son goku,0,33528,2682,40,2
0,3133,68,krusty,superman,0,5852,4171,35,2
0,3134,68,alter amiba,bishamon,0,4517,863,41,2
0,3135,68,zettaiaku,psychopath kyo,0,430,9908,39,2
0,3136,68,seth,hobgoblin,0,5443,4393,46,2
0,3137,68,kingpin,alice,0,10536,4551,41,3
0,3138,68,terry bogard,yellow-pipo,0,15883,5840,34,1
0,3139,68,modoi-san,_aug_chaos,0,3776,4081,40,4
0,3140,68,normal freeza,elecman,0,1998,7364,38,3
0,3141,68,anna,misery,0,6603,16132,38,3
0,3142,68,vanilla h,kaio shin,0,11198,2398,42,2
0,3143,68,goku sayajin,goku kid,0,1709,2468,34,4
0,3144,68,xp(pro),nick fury,0,3096,4363,39,3
0,3145,68,son goku,gouken,0,1212,15661,43,2
0,3146,68,gohan school,ten-sing,0,7636,6462,41,2
0,3147,68,kanna,omega tiger woods,0,1315,58067,44,3
0,3148,68,the flash,bra,0,22375,5995,53,1
0,3149,68,super mario,supergirl,0,16756,4714,51,1
0,3150,68,blodia,sub-zero,0,13027,2687,55,3
0,3151,68,ryu hayabusa,yayoi,0,5907,6372,56,3
0,3152,68,the thing,captain commando,0,4514,6244,44,3
0,3153,68,kid gohan,alucard,0,7845,3330,53,2
0,3154,68,motokoaoyama,gotenks,0,5680,7339,52,5
0,3155,68,vegeta ssj3,majin buu,0,5321,2556,46,2
0,3156,68,fat boo,mr. bison,0,2262,9673,51,4
0,3157,68,super goku,misery,0,15632,2344,60,1
0,3158,68,walkyrie,tung fu rue,0,10100,8221,50,3
0,3159,68,raditz,yellow-pipo,0,6791,28635,57,3
0,3160,68,annie murakami,baby commando,0,14950,7186,58,2
0,3161,68,radel,hinata,0,18242,6086,61,2
0,3162,68,alter amiba,picapiedra,0,28537,2736,61,2
0,3163,68,_aug_cloud,95,0,16674,3214,49,4
0,3164,68,goku ssj4,fat boo,0,27831,2461,59,5
0,3165,68,despero,shocker,0,4770,12109,54,2
0,3166,68,vegeth@,pikachu,0,11790,19632,55,4
0,3167,68,kanna,_aug_dio,0,152584,22981,57,2
0,3168,68,_aug_blossom,batman beyond,0,4345,12838,54,5
0,3169,68,reptile,tabasa,0,6177,6118,55,2
0,3170,68,sakura kinomoto,pepe,0,105069,4527,52,1
0,3171,68,ssj5 goku,beast,0,8196,8432,61,2
0,3172,68,bishop,janemba,0,15090,7539,59,3
0,3173,68,deadpool,vegettossj3,0,6459,11523,60,2
0,3174,68,g rugal,hebiitigo,0,25854,3760,65,1
0,3175,68,guy,android 16,0,16237,3831,59,2
0,3176,68,shuma gorath,takakazu abe,0,20600,4002,64,1
0,3177,68,patchouli,batman beyond,0,89282,3447,70,1
0,3178,68,hayato,pan,0,12444,2071,63,1
0,3179,68,sissy,andore jr,0,9417,25092,65,2
0,3180,68,neco-arc,death13,0,6051,9503,64,1
0,3181,68,jyakku no keshin dio,_aug_rai,0,29544,4703,70,3
0,3182,68,kishima kouma,storm,0,9981,5051,62,5
0,3183,68,gambit,e-102r,0,13558,4079,73,2
0,3185,68,gogeta super saiyan 3,kim,0,7017,12603,71,3
0,3186,68,blaze agent,gogeta ssj4,0,15456,15447,74,1
0,3187,68,musashi akatsuki,catwoman,0,18712,2719,74,1
0,3188,68,rogue,misery,0,20157,1504,70,2
0,3189,68,shocker,r. lilith,0,67945,5731,74,3
0,3190,68,doraemon,brainiac,0,5352,10707,73,3
0,3191,68,killer whale,wing zero,0,23308,5315,76,3
0,3192,68,super skrull,docinho,0,14983,8919,84,2
0,3193,68,jean grey,satsuki yumiduka,0,21361,17037,81,2
0,3194,68,doparmin,hercule gt,0,16718,16243,85,3
0,3195,68,boo ssj,gohan ssj2,0,14665,4587,74,3
0,3196,68,koola,mega gohan,0,4940,18721,75,2
0,3197,68,itachi,balrog,0,38299,17337,76,5
0,3198,68,_aug_potemkin,_aug_vanilla ice,0,16838,6629,88,2
0,3199,68,g rugal,_aug_a.b.a,0,76497,7906,82,1
0,3200,68,makoto,goku pce,0,32561,3967,77,1
0,3201,68,lion magnus,ten-sing,0,37632,1516,81,1
0,3202,68,orochimaru,gambit,0,13023,9088,89,2
0,3203,68,haggar,wakko,0,2162,22426,80,3
0,3204,68,_old_li sheng long,sakura shingouji,0,183903,52389,90,2
0,3205,68,mirai trunks,brian griffin,0,26522,6577,91,2
0,3206,68,wing zero,master hand,0,4588,105032,91,3
0,3207,68,dr.gero,faust,0,20579,15669,100,3
0,3208,68,venom scorpion,terry,0,17309,23558,99,2
0,3209,68,dr.doom,athena,0,22975,12099,91,2
0,3211,68,brimstone,emma frost,0,12849,12699,76,4
0,3214,68,cable,midler,0,33625,9431,91,1
0,3215,68,zeeky h. bomb,cream,0,19748,3189,83,2
0,3216,68,alter amiba,gogeta ssj4,0,44849,4623,87,1
0,3217,68,rimle,_aug_vega,0,17127,18802,86,1
0,3218,68,jack frost,yoshikage killa,0,19231,3470,76,3
0,3219,68,killer whale,viuda negra,0,41843,1997,85,1
0,3220,68,android 16,hercule gt,0,11819,18294,83,3
0,3221,68,gohan ssj4,black tiger,0,162295,8601,83,2
0,3222,68,kingpin,garfield,0,23644,8588,91,4
0,3223,68,lion-o,balrog,0,23238,9773,87,2
0,3224,68,symbiote onslaught,baby bonnie hood,0,43524,6262,117,4
0,3225,68,green lantern gg,knuckles,0,52886,12070,90,1
0,3226,68,snake eyes,kanmi chan,0,20320,19400,84,3
0,3227,68,mongul,_aug_buttercup,0,78704,3426,94,1
0,3228,68,super skrull,android 16,0,34160,4477,95,2
0,3229,68,terry bogard,zemial,0,14484,12237,87,2
0,3230,68,astroboy,e-102r,0,30921,5186,86,1
0,3231,68,shuma gorath,sabretooth,0,33087,2629,87,2
0,3232,68,meta-knight,zettaiaku,0,139663,7340,83,2
0,3233,68,gogeta ssj4,koopa troopa,0,7184,12991,88,5
0,3234,68,megaman.exe,freeza 100%,0,16316,8182,84,3
0,3235,68,shiki vp,nightwing,0,13201,6968,76,2
0,3236,68,marvel spider-man,omegamon,0,10966,12564,86,3
0,3237,68,ami,ssj gohan,0,8520,9883,86,3
0,3238,68,mephisto,tenshinham,0,24145,3447,97,2
