exclude,mid,tid,winner,loser,5-0,winnerbet,loserbet,bets,duration
0,9130,73,shadir,mr buu,0,25592,6314,65,3
0,9131,73,sentry,atusi,0,24542,5729,70,2
0,9132,73,mongul,goku db,0,17638,17811,62,2
0,9133,73,ssj5 goku,super buu,0,9967,5896,65,3
0,9134,73,yoko yuki,_aug_a.b.a,0,43743,2425,68,2
0,9135,73,godman,minis mahn,0,3793,26948,62,3
0,9136,73,e-102r,mega piccolo,0,7820,9998,67,3
0,9137,73,symbiote spider-man,bebi vegeta,0,66477,3043,70,2
0,9138,73,perfect storm x,iggy,0,21096,3744,67,2
0,9139,73,soujiro,_aug_black polnareff,0,39088,415,73,2
0,9140,73,hyper neo-kamek,mickey,0,89894,1695,77,2
0,9141,73,captain marvel,midler,0,37381,4886,76,1
0,9142,73,kohaku,babidi,0,22219,2021,70,2
0,9143,73,shadowman cfas,android 17,0,85641,2470,64,2
0,9144,73,avdol ver 2001/01/30 by camrat,kid gohan ssj1,0,22057,3824,61,2
0,9145,73,sailor venus,_aug_wario,0,27275,3410,78,2
0,9146,73,tsugumi,heika,0,11351,4402,72,3
0,9147,73,ultron,mega gohan,0,31055,2104,69,1
0,9148,73,gideon,blob,0,34469,3688,68,1
0,9149,73,solid snake,wildcat,0,67085,6601,77,2
0,9150,73,squall,lucky 71113,0,4983,38972,79,2
0,9151,73,judgement,mega piccolo,0,119506,5006,82,3
0,9152,73,shin scrub ken,uryuu,0,41685,4411,76,3
0,9153,73,cyclops,bootleg ryu,0,55658,4545,70,2
0,9154,73,_aug_buttercup,mega gohan,0,11896,3736,68,3
0,9155,73,alter amiba,jiroubou,0,59202,2441,70,2
0,9156,73,gohan saiya-jin ex,sakon,0,12987,2564,65,2
0,9157,73,li sheng long,gohan school,0,11347,6881,62,4
0,9158,73,temari,skeletor,0,5246,15000,56,2
0,9159,73,phoenix,robo-kyii,0,41588,10839,64,4
0,9160,73,gundam heavy arms,jill,0,15479,8226,61,2
0,9161,73,kung fu fiunn,zidane,0,55160,563,58,1
0,9162,73,wonder woman,naruto,0,99099,2100,73,3
0,9163,73,ryu hayabusa,rinfa,0,6841,4048,54,3
0,9164,73,apocalypse,_aug_potemkin,0,33297,8637,68,2
0,9165,73,gohan ssj4,_aug_ky,0,13031,6655,67,1
0,9166,73,daimon 71113,blue ranger,0,108860,2935,83,3
0,9167,73,neco-arc chaos,gokussj4d,0,16310,6288,63,2
0,9168,73,green arrow,megaman,0,16820,3428,62,3
0,9169,73,blue destiny 2,makoto,0,5644,21529,65,2
0,9170,73,sakura kinomoto,captain ginyu,0,56843,6233,77,3
0,9171,73,chang,tetsuo,0,25945,3828,81,2
0,9172,73,wonder woman,trunks ssj4,0,13490,4239,72,3
0,9173,73,lou,jill,0,17902,5874,66,3
0,9174,73,vice,lucca,0,52374,2459,62,1
0,9175,73,docinho,phoenix,0,17729,6087,67,3
0,9176,73,juggernaut,green goblin,0,61160,1773,74,3
0,9177,73,rimle,terry,0,6865,4822,64,2
0,9178,73,rajaayuri,zettaiaku,0,28045,3740,73,1
0,9179,73,eagle,marvel spider-man,0,14626,5958,62,1
0,9180,73,crashman,electro,0,8881,19472,57,3
0,9181,73,nobunaga,anakaris,0,2898,43548,65,2
0,9182,73,temari,trunks,0,7872,10037,63,3
0,9183,73,jissou seki,ginew,0,2909,5849,55,4
0,9184,73,hibiki,gorunks ssj4,0,17314,2536,58,1
0,9185,73,aoi-ko,hokage,0,1212,11269,53,3
0,9186,73,_aug_cloud,batman beyond,0,15357,3266,65,15
0,9187,73,kszsk-shuko,batgirl,0,4212,10249,63,13
0,9188,73,hagen,marco,0,10862,1078,54,8
0,9189,73,_aug_ash,carnage,0,11842,18710,61,3
0,9190,73,gold warmachine,misty,0,2729,24292,56,3
5,9191,73,cell junior,warmachine,0,4645,19040,69,2
0,9192,73,nero,babidi,0,34467,679,70,2
0,9193,73,mike tyson,v.akiha,0,61150,3510,70,1
0,9194,73,crystal,michaelangelo,0,17060,2730,68,1
0,9195,73,millia,gambit,0,11614,3448,70,2
0,9196,73,rimle,moorhunn,0,13275,6179,64,2
0,9197,73,snoopy,_aug_may,0,2652,10785,70,4
0,9198,73,rajaayuri,psychopath kyo,0,21966,6250,79,2
0,9199,73,gohan fight money,another jissou seki,0,13836,1092,71,1
0,9200,73,ken,android 17,0,19673,879,71,1
0,9201,73,sion,white ranger,0,27107,1292,75,1
0,9202,73,goten gt,he-man,0,26670,1178,65,3
0,9203,73,ichi,yuki in midday,0,19576,1476,59,2
0,9204,73,tails,great gohan,0,8108,2143,61,3
0,9205,73,waha-,komepo,0,29622,1701,55,2
0,9206,73,juan,marvin,0,35911,14323,66,3
0,9207,73,jedah,shaq,0,5152,38141,82,1
0,9208,73,yue,suigintou,0,74499,2686,78,2
0,9209,73,punisher,dodgers,0,7858,6012,66,4
0,9210,73,g rugal,tara-gyouza,0,88934,2485,88,2
0,9211,73,cammy,death maul,0,64081,3301,82,1
0,9212,73,chang,superman,0,15881,5145,73,2
0,9213,73,hel'lauren,phoenix,0,43686,4780,67,2
0,9214,73,guy,_aug_ichigo,0,27415,10376,69,1
0,9215,73,homero,uzumaki naruto,0,46221,5066,67,2
0,9216,73,dhalsim,kakashi,0,9671,6153,61,4
0,9217,73,kingpin,_aug_chipp,0,12838,3930,66,2
0,9218,73,eagle,wolvenom,0,23960,5578,64,2
0,9219,73,shin kazuma,rose,0,48322,2035,62,2
0,9220,73,red cyclone,anna,0,58622,1686,59,3
0,9221,73,_old_nail,hellboy,0,21591,6988,75,3
0,9222,73,kamek,kujo jotaro,0,33045,1780,78,2
0,9224,74,ironpatriot,ghost rider,0,26385,11433,99,4
0,9225,74,the dazzler,kung lao,0,52332,12640,117,4
0,9226,74,steel,gouken,0,23020,20698,121,6
0,9227,74,poppy,benimaru,0,29680,19964,133,3
0,9228,74,master sakura,orochimaru,1,44866,16920,125,2
0,9229,74,sad claps,yumeji kurokouchi,1,44777,23705,165,2
0,9230,74,ramon 71113,ella,0,50743,20287,161,3
0,9231,74,nega joe,ogre,0,23350,34528,155,3
0,9232,74,mystique,45 flonne,0,3939,108305,77,2
0,9233,74,daimon 71113,_aug_sonic,1,169492,14331,169,2
0,9234,74,chizuru kagura,lobo,1,80248,11078,157,3
0,9235,74,evil dan,beast,1,116819,7658,172,3
0,9236,74,alter amiba,vice,1,54298,22582,159,2
0,9237,74,rajaayuri,venom scorpion,1,57022,24327,160,3
0,9238,74,the flash,chaos blanka,0,95860,17788,150,4
0,9239,74,ghetto warmachine,guy,0,44457,64075,173,4
0,9240,74,ironpatriot,the dazzler,0,26630,84182,160,4
0,9241,74,steel,poppy,1,35943,61270,174,3
0,9242,74,master sakura,sad claps,1,37009,76000,198,3
0,9243,74,ramon 71113,nega joe,0,27659,68441,185,3
0,9244,74,daimon 71113,mystique,1,105578,48256,194,2
0,9245,74,evil dan,chizuru kagura,0,63621,50654,178,4
0,9246,74,alter amiba,rajaayuri,1,94539,32313,186,3
0,9247,74,the flash,ghetto warmachine,0,88275,39278,190,5
0,9248,74,ironpatriot,steel,0,93882,27311,174,2
0,9249,74,master sakura,ramon 71113,0,113372,65798,190,5
0,9250,74,daimon 71113,evil dan,0,117216,22026,200,5
0,9251,74,the flash,alter amiba,0,39539,94486,192,4
0,9252,74,master sakura,ironpatriot,1,136195,32151,183,3
0,9253,74,daimon 71113,the flash,0,57734,101803,202,3
0,9254,74,daimon 71113,master sakura,0,93534,208791,202,4
6,9255,74,daimon 71113,salty and zeroko,0,40818,263608,200,4
0,9258,dream cast casino 5,parasite,nightmare,0,50192,17132,,
0,9259,dream cast casino 5,kouryu,predator,0,60973,7183,,
0,9260,dream cast casino 5,hal jordan,lady deathstrike,0,62742,8515,,
0,9261,dream cast casino 5,carnage,_aug_a.b.a,0,164621,11997,,
0,9262,dream cast casino 5,marisa kirisame,98,0,127684,2862,,
0,9263,dream cast casino 5,mirai trunks,mega lilde,0,29335,3762,,
0,9264,dream cast casino 5,mech zangief,raoh,0,168555,2815,,
0,9265,dream cast casino 5,marrow,aoshi,0,30218,35533,,
0,9266,dream cast casino 5,hulk,superman,0,254852,5022,,
0,9267,dream cast casino 5,namek gohan,abui,0,13871,10640,,
0,9268,dream cast casino 5,wakko,munch,0,46884,2545,,
0,9269,dream cast casino 5,venom scorpion,arthur,0,29812,11312,,
0,9270,dream cast casino 5,broken,heihachi mishima,0,337500,4250,,
0,9271,dream cast casino 5,ken,andore jr,0,3578,45374,,
0,9272,dream cast casino 5,great s. man,jill,0,18297,13667,,
0,9273,dream cast casino 5,anakaris,_aug_neodio,0,52417,14387,,
0,9274,dream cast casino 5,misty,marle,0,88483,5017,,
0,9275,dream cast casino 5,paul phoenix,suigintou,0,179486,3507,,
0,9276,dream cast casino 5,holy ken,onslaught,0,46439,18358,,
0,9277,dream cast casino 5,the blob,wonder woman,0,49231,22028,,
0,9278,dream cast casino 5,captain america,_aug_link,0,71305,2328,,
0,9279,dream cast casino 5,satsuki,god ken,0,25204,70480,,
0,9280,dream cast casino 5,evil homer,thor,0,67999,12973,,
0,9281,dream cast casino 5,broken,hal jordan,0,342243,5749,,
0,9282,dream cast casino 5,zero,piccolo daimaoh,0,13359,46532,,
0,9283,dream cast casino 5,jiroubou,trunks,0,2646,48387,,
0,9284,dream cast casino 5,nakoruru,cell jr,0,47786,9999,,
0,9285,dream cast casino 5,bizarro,bebi vegeta,0,40907,5339,,
0,9286,dream cast casino 5,bullseye,ik borodin,0,76300,6983,,
0,9287,dream cast casino 5,iwao,reimi jyahana,0,35459,2089,,
0,9288,dream cast casino 5,_aug_slayer,tabasa,0,10353,10241,,
0,9289,dream cast casino 5,demitri,death maul,0,45578,12658,,
0,9290,dream cast casino 5,nega joe,_aug_ash,0,282724,8738,,
0,9291,dream cast casino 5,ultimat goku,daffy duck,0,63687,12679,,
0,9292,dream cast casino 5,gogeta super saiyan 3,karen na hito,0,168847,9892,,
0,9293,dream cast casino 5,jabu,sakura shingouji,0,16680,10816,,
0,9294,dream cast casino 5,_aug_sonic,_aug_vega,0,31534,7886,,
0,9295,dream cast casino 5,ssj three broli,kumao,0,104011,4617,,
0,9296,dream cast casino 5,big chicken,vegeta ssj1,0,12998,14566,,
0,9297,dream cast casino 5,homero,shaq,0,49311,14146,,
0,9298,dream cast casino 5,walkyrie,bomber man,0,5493,20957,,
0,9299,dream cast casino 5,master hand,strider hien,0,31710,34030,,
0,9300,dream cast casino 5,g rugal,yakui san,0,152997,685,,
0,9301,dream cast casino 5,zero,goku gt ssj3,0,19661,16736,,
0,9302,dream cast casino 5,snake eyes,mr. bison,0,81360,8709,,
0,9303,dream cast casino 5,lei-lei,oozaru,0,36001,3263,,
0,9304,dream cast casino 5,kazama kazuki,elektra,0,37333,7597,,
0,9305,dream cast casino 5,kraken,toron,0,67198,6650,,
0,9306,dream cast casino 5,sandman,dora,0,46810,11417,,
0,9307,dream cast casino 5,symbiote spider-man,cyclops,0,43618,9701,,
0,9308,dream cast casino 5,spider-man 2099,human torch,0,12782,28569,,
0,9309,dream cast casino 5,captain marvel,kuroko,0,38186,4984,,
0,9311,dream cast casino 5,sangoku,guldo,0,13078,3934,,
0,9313,dream cast casino 5,wild ken ex,rock howard,0,24045,7136,,
0,9314,dream cast casino 5,chizuru kagura,aku-amakusa,0,23041,37092,,
0,9315,dream cast casino 5,last adult goku,spider girl,0,33652,3564,,
0,9316,dream cast casino 5,superman,nobunaga,0,8709,37526,,
0,9317,dream cast casino 5,rare akuma,prince vegeta,0,252250,3497,,
0,9318,dream cast casino 5,gray fly,shaoran lee,0,4305,56636,,
0,9319,dream cast casino 5,orione,karnov,0,21981,11652,,
0,9320,dream cast casino 5,son trunks,ten-sing,0,13338,3022,,
0,9321,dream cast casino 5,super boo,blob,0,10802,13330,,
0,9322,dream cast casino 5,magneto,cell jr,0,8019,23970,,
0,9323,dream cast casino 5,fat albert,parasite,0,11697,27744,,
0,9324,dream cast casino 5,clayface,michaelangelo,0,8574,24500,,
0,9325,dream cast casino 5,lobo,bootleg ryu,0,11789,53280,,
0,9326,dream cast casino 5,nakoruru,shadowcat,0,32463,4298,,
0,9327,dream cast casino 5,jin saotome,ami,0,13614,5629,,
0,9328,dream cast casino 5,kurihan,nanaya,0,10681,11524,,
0,9329,dream cast casino 5,monky d luffy,ssj4gohan,0,6521,15564,,
0,9330,dream cast casino 5,t. kawk,android 17,0,71279,7157,,
0,9331,dream cast casino 5,_old_bison,orchid,0,11538,20198,,
0,9332,dream cast casino 5,kagome,g-bit,0,3895,19714,,
0,9333,dream cast casino 5,ramon 71113,zemial,0,99100,3911,,
0,9334,dream cast casino 5,flash,doraemon,0,19446,9221,,
0,9335,dream cast casino 5,darkseid,gideon,0,18629,34743,,
0,9336,dream cast casino 5,andore jr,tapion,0,246263,6590,,
0,9337,dream cast casino 5,psychopath kyo,hugo,0,29355,15485,,
0,9338,dream cast casino 5,_aug_link,meta-knight,0,15548,14012,,
0,9339,dream cast casino 5,vanilla h,mega lilde,0,46722,5609,,
0,9340,dream cast casino 5,mr satan,itachi,0,27730,5237,,
0,9341,dream cast casino 5,lord zedd,future trunks,0,26312,10917,,
0,9342,dream cast casino 5,ms. fanservice,predator,0,40771,670,,
0,9343,dream cast casino 5,_aug_venom,rinfa,0,11355,5230,,
0,9344,dream cast casino 5,airman,blob,0,32844,26063,,
0,9345,dream cast casino 5,spider-man 2099,shikamaru,0,12631,7323,,
0,9346,dream cast casino 5,batman,_aug_potemkin,0,23606,18293,,
0,9347,dream cast casino 5,hyper neo-kamek,evil ryu,0,112856,6255,,
0,9348,dream cast casino 5,colossus,hinata,0,46072,2275,,
0,9349,dream cast casino 5,carnage,broly,0,10946,19074,,
0,9350,dream cast casino 5,satsuki yumiduka,goku ssj5,0,29792,4772,,
0,9351,dream cast casino 5,shadow dio,hory marlu,0,26157,6339,,
0,9352,dream cast casino 5,mech zangief,scream,0,52277,5118,,
0,9353,dream cast casino 5,godman,sean matsuda,0,9063,12932,,
0,9354,dream cast casino 5,armored gohan,radel,0,14142,12398,,
0,9355,dream cast casino 5,tizoc,trunks,0,40675,12688,,
0,9356,dream cast casino 5,geese,strong guy,0,28730,4976,,
0,9357,dream cast casino 5,hyper neo-kamek,garlic junior,0,135289,779,,
0,9358,dream cast casino 5,_aug_blossom,lord ravenous,0,9220,6253,,
0,9359,dream cast casino 5,cammy,_aug_kenshiro,0,44556,6125,,
0,9360,dream cast casino 5,_aug_raphael,shadir,0,6999,7914,,
0,9361,dream cast casino 5,goku gt,astroboy,0,4125,3134,,
0,9362,dream cast casino 5,ssj5 goku,boo,0,22204,3139,,
0,9363,dream cast casino 5,ubu,jabu,0,28802,7087,,
0,9364,dream cast casino 5,lavos spawn,flash,0,39676,6832,,
0,9365,dream cast casino 5,the flash,ryu,0,22596,11875,,
0,9366,dream cast casino 5,_aug_johnny,kagome,0,5761,10672,,
0,9367,dream cast casino 5,pizza,white ranger,0,5689,1899,,
0,9368,dream cast casino 5,killer whale,sandman,0,34204,4538,,
0,9369,dream cast casino 5,boo ssj,meta-knight,0,8542,3819,,
0,9370,dream cast casino 5,future trunks,captain ginyu,0,9601,4029,,
0,9371,dream cast casino 5,zero,psychopath kyo,0,7580,32492,,
0,9372,dream cast casino 5,berserk,nobuhiko,0,79500,219,,
0,9373,dream cast casino 5,wing zero,_aug_charlotte,0,2660,34911,,
0,9374,dream cast casino 5,perfect storm x,joseph the b.b.,0,28790,5259,,
0,9375,dream cast casino 5,ryu,daffy duck,0,9024,5441,,
0,9376,dream cast casino 5,emerl,zero svc,0,15649,6613,,
0,9377,dream cast casino 5,ms. fanservice,rajaamaki,0,19437,11205,,
0,9378,dream cast casino 5,silver horns,hulk 2099,0,8706,5200,,
0,9379,dream cast casino 5,alien queen,trunks,0,10358,2260,,
0,9380,dream cast casino 5,lady deathstrike,tyouunn-shiryu,0,14255,2839,,
0,9381,dream cast casino 5,sentry,thunder megazord,0,30147,5941,,
0,9382,dream cast casino 5,marvel spider-man,silver samurai,0,30375,15255,,
0,9383,dream cast casino 5,rock howard,baldhead,0,9080,8239,,
0,9384,dream cast casino 5,_aug_scorpion,sakon,0,8109,3108,,
0,9385,dream cast casino 5,lucky 71113,sakura,0,37073,2643,,
0,9386,dream cast casino 5,kanna,_aug_ash,0,37960,1204,,
0,9387,dream cast casino 5,etrigan,lucca,0,28167,830,,
0,9388,dream cast casino 5,cc iron clara,kyle dunamis,0,8063,9830,,
0,9389,dream cast casino 5,shino,simba,0,4997,5152,,
0,9390,dream cast casino 5,talon,evil ranger,0,8536,7668,,
0,9392,dream cast casino 5,marvel spider-man,kid gohan,0,4224,1472,,
0,9393,dream cast casino 5,future trunks,tung fu rue,0,933,5490,,
0,9394,dream cast casino 5,clayface,orochi iori,0,3527,1998,,
0,9395,dream cast casino 5,spiral,fubuki sakuragasaki,0,38648,826,,
0,9396,dream cast casino 5,marvin,brainiac,0,71630,1306,,
0,9397,dream cast casino 5,silver surfer,gotenks gt,0,3538,2828,,
0,9398,dream cast casino 5,rogue,mega piccolo,0,56847,1744,,
0,9399,dream cast casino 5,mech-hisui,vegeta ultra ssj,0,11181,430,,
0,9400,dream cast casino 5,jedah,jason todd,0,5331,2246,,
0,9409,dream cast casino 5,dio brando,zeroko,0,3364,7550,,
0,9410,dream cast casino 5,god yuri,rinfa,0,15553,930,,
0,9411,dream cast casino 5,thanoseid,heihachi mishima,0,10324,2566,,
0,9412,dream cast casino 5,armored gohan,basara,0,35678,9818,,
0,9413,dream cast casino 5,anakaris,elektra,0,24082,16301,,
0,9414,dream cast casino 5,docinho,goku sb1,0,29649,1512,,
0,9415,dream cast casino 5,gohan fight money,ken,0,2477,5915,,
0,9416,dream cast casino 5,mishio,batgirl,0,91584,881,,
0,9417,dream cast casino 5,cv wakamoto,yuki,0,30517,3520,,
0,9418,dream cast casino 5,orochi vega,grover,0,135243,603,,
0,9419,dream cast casino 5,ichi,pan,0,3417,1828,,
0,9420,dream cast casino 5,phoenix,mai,0,6196,8691,,
0,9421,dream cast casino 5,void,ssj three broli,0,76143,2651,,
0,9422,dream cast casino 5,raiden,insane hiryu,0,5968,14660,,
0,9423,dream cast casino 5,hyper neo-kamek,tron bonne,0,106163,3498,,
0,9424,dream cast casino 5,mickey,yellow-pipo,0,4088,5650,,
0,9425,dream cast casino 5,darkseid,tara-gyouza,0,10274,501,,
0,9426,dream cast casino 5,roa,timmy turner,0,34948,3173,,
0,9427,dream cast casino 5,esmeralda,inuzuka kiba,0,26480,605,,
0,9428,dream cast casino 5,homero,chameleon,0,38720,3957,,
0,9429,dream cast casino 5,green lantern js,komepo,0,45913,2853,,
0,9430,dream cast casino 5,randy m. green,missmarvel,0,7109,3213,,
0,9431,dream cast casino 5,spider-man 2099,yuriesbyfe,0,944,12669,,
0,9432,dream cast casino 5,shin gouki,bane,0,10199,5733,,
0,9433,dream cast casino 5,spiderman,picapiedra,0,11345,3815,,
0,9434,dream cast casino 5,zero,w len ar,0,5370,39397,,
0,9435,dream cast casino 5,remilia,_aug_johnny,0,12575,2900,,
0,9436,dream cast casino 5,zeroko,knuckles,0,16102,6828,,
0,9437,dream cast casino 5,ssj5 goku,maxima,0,34815,5238,,
0,9438,dream cast casino 5,the joker,amiba,0,44847,3442,,
0,9439,dream cast casino 5,iron lantern,j'onn j'onnz,0,3921,42154,,
0,9440,dream cast casino 5,kang,gogeta ssj4,0,4421,5967,,
0,9441,dream cast casino 5,alter amiba,psylocke,0,36658,1425,,
0,9442,dream cast casino 5,kanna,son trunks,0,15172,753,,
0,9443,dream cast casino 5,broken,vegeta,0,49988,724,,
0,9444,dream cast casino 5,videl,goku ssj2,0,4263,981,,
0,9445,dream cast casino 5,_aug_lee,hebiitigo,0,8365,766,,
0,9446,dream cast casino 5,quicksilver,trouble man,0,3930,5194,,
0,9447,dream cast casino 5,orione,shikamaru,0,6059,1042,,
0,9448,dream cast casino 5,p. chunli,goku ssj5,0,6656,9453,,
0,9449,dream cast casino 5,rock,yuki in midday,0,4254,2692,,
0,9450,dream cast casino 5,yoh,kid gohan,0,6272,2977,,
0,9451,dream cast casino 5,jay garrick,nanaya,0,10917,2504,,
0,9452,dream cast casino 5,bullseye,master ryu,0,7832,3110,,
0,9453,dream cast casino 5,joe higashi,docinho,0,7977,6797,,
0,9454,dream cast casino 5,trouble man,the joker,0,5776,16135,,
0,9455,dream cast casino 5,jin saotome,superman,0,18199,1439,,
0,9456,dream cast casino 5,supergirl,garfield,0,7703,4242,,
0,9457,dream cast casino 5,kohaku,neyufeulle,0,6272,3121,,
0,9458,dream cast casino 5,remilia,_aug_may,0,23706,1116,,
0,9459,dream cast casino 5,jon talbain,taki,0,8214,4602,,
0,9460,dream cast casino 5,android 18,2ban-tan,0,9263,1165,,
0,9461,dream cast casino 5,geese,punisher,0,8900,3245,,
0,9462,dream cast casino 5,tin's fernandeath,goku ssj2,0,6738,1456,,
0,9463,dream cast casino 5,kung fu fiunn,battousai,0,5953,2044,,
0,9464,dream cast casino 5,v.akiha,tabasa,0,9376,124,,
0,9465,dream cast casino 5,scream,banshee,0,8165,2189,,
0,9467,dream cast casino 5,zeeky h. bomb,wild ken ex,0,8608,3428,,
0,9468,dream cast casino 5,clark,95,0,4399,1194,,
0,9469,dream cast casino 5,picapiedra,warmachine,0,3840,6419,,
0,9470,dream cast casino 5,ella,omega red,0,6752,4250,,
0,9471,dream cast casino 5,cyborg_mai,simonkin2005,0,19943,2167,,
0,9472,dream cast casino 5,kang,blaster,0,5036,1787,,
0,9473,dream cast casino 5,orione,goku normal hd,0,5716,2298,,
0,9474,dream cast casino 5,terry bogard,cell,0,11396,220,,
0,9475,dream cast casino 5,jason todd,mr buu,0,9163,55,,
0,9476,dream cast casino 5,sailor mars,kabal,0,3268,1708,,
0,9477,dream cast casino 5,saint kyo,marrow,0,27374,1646,,
0,9478,dream cast casino 5,bin laden,hagen,0,14657,540,,
0,9479,dream cast casino 5,aoko,glacius,0,6126,2989,,
0,9480,dream cast casino 5,zantetsu,floren,0,5857,3657,,
0,9481,dream cast casino 5,superboy,li'l gohan,0,6156,3100,,
0,9482,dream cast casino 5,lesty,ore,0,1297,4968,,
0,9483,dream cast casino 5,renamon,michaelangelo,0,8003,2199,,
0,9484,dream cast casino 5,chibi naruto,hol 'butt king' funtimes,0,4252,3080,,
0,9485,dream cast casino 5,kurihan,takakazu abe,0,9043,1181,,
0,9486,dream cast casino 5,battle mahoro,neco chaos,0,1516,3232,,
0,9487,dream cast casino 5,vegeta ssj5,rogue,0,1370,2265,,
0,9488,dream cast casino 5,sissy,brainiac,0,12381,77,,
0,9489,dream cast casino 5,hibiki,_aug_black polnareff,0,5860,85,,
0,9490,dream cast casino 5,mr. fantastic,viuda negra,0,7918,530,,
0,9491,dream cast casino 5,g rugal,ssj goku,0,2957,453,,
0,9492,dream cast casino 5,god ken,abui,0,3922,432,,
0,9493,dream cast casino 5,last adult goku,morfo,0,8745,1338,,
0,9494,dream cast casino 5,silversamurai,ivy,0,9374,378,,
0,9495,dream cast casino 5,sissy,android 18,0,8618,119,,
0,9496,dream cast casino 5,_aug_rai,vegeta ssj1,0,8089,10,,
0,9497,dream cast casino 5,plastic man,_aug_johnny,0,4232,460,,
0,9498,dream cast casino 5,super androide 17 hd,goten gt,0,3327,1156,,
0,9499,dream cast casino 5,basara,dragon guy,0,3665,3484,,
0,9500,dream cast casino 5,byakuya,naruto,0,1233,2976,,
0,9501,dream cast casino 5,the joker,anna,0,3848,560,,
0,9502,dream cast casino 5,gaits,raptor,0,2478,2210,,
